Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,consent,"What is your Prolific ID?
30/06/2023 20:12,30/06/2023 20:14,IP Address,68.45.37.97,100,144,True,30/06/2023 20:14,R_2SoFLf92L1OXMrL,,,,,39.9594,-86.0199,anonymous,EN-GB,"I consent, begin the study",613461a8b9035cf9b29ad84d,18-24 years old,Female,,White or Caucasian,High school diploma or GED,6,Democrat,Blue,Disagree,Agree,Strongly agree,Uncertain,Strongly agree,Strongly agree,Agree,No opinion,Uncertain,Agree,613461a8b9035cf9b29ad84d
30/06/2023 20:12,30/06/2023 20:14,IP Address,96.28.42.126,100,120,True,30/06/2023 20:14,R_1NkOUz276IOIDag,,,,,38.3078,-85.7359,anonymous,EN-GB,"I consent, begin the study",5c7d7e86848d2a0016b3dd3e,45-54 years old,Male,,Black or African American,Associates or technical degree,3,Democrat,Blue,Strongly agree,Uncertain,Agree,Uncertain,Agree,Agree,Uncertain,Uncertain,Agree,Agree,5c7d7e86848d2a0016b3dd3e
30/06/2023 20:08,30/06/2023 20:14,IP Address,174.205.32.204,100,404,True,30/06/2023 20:14,R_2zx6ya7ovvG1NGO,,,,,32.246,-110.9177,anonymous,EN-GB,"I consent, begin the study",5c2befdb805c1d0001b47296,35-44 years old,Female,,White or Caucasian,Bachelor’s degree,4,Democrat,Blue,Uncertain,Strongly agree,Uncertain,Strongly disagree,No opinion,Uncertain,Uncertain,Uncertain,Uncertain,Strongly agree,5c2befdb805c1d0001b47296
30/06/2023 20:12,30/06/2023 20:15,IP Address,24.62.3.59,100,156,True,30/06/2023 20:15,R_3siERr7JfjQSEMk,,,,,41.8315,-72.7198,anonymous,EN-GB,"I consent, begin the study",608cc945d87a9e15dcf958a5,35-44 years old,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8,Independent,Blue,Uncertain,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,No opinion,No opinion,Agree,Uncertain,608cc945d87a9e15dcf958a5
30/06/2023 20:12,30/06/2023 20:15,IP Address,73.234.29.252,100,199,True,30/06/2023 20:15,R_1jfWjvFRd2zXr2s,,,,,41.698,-70.0602,anonymous,EN-GB,"I consent, begin the study",60fda1e281011f4cc4d7e4a0,45-54 years old,Female,,White or Caucasian,Bachelor’s degree,7,Democrat,Blue,Disagree,Uncertain,Agree,Disagree,Agree,Agree,Agree,Uncertain,Uncertain,Agree,60fda1e281011f4cc4d7e4a0
30/06/2023 20:10,30/06/2023 20:16,IP Address,64.7.41.3,100,337,True,30/06/2023 20:16,R_26a28Klyi91TIfS,,,,,39.6831,-77.4739,anonymous,EN-GB,"I consent, begin the study",5bd8d7dc196e7000013cdc2e,35-44 years old,Female,,White or Caucasian,"Some college, but no degree",3,Independent,Blue,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Uncertain,Uncertain,Uncertain,Strongly agree,5bd8d7dc196e7000013cdc2e
30/06/2023 20:12,30/06/2023 20:16,IP Address,166.199.148.138,100,224,True,30/06/2023 20:16,R_3NQC9rSjHuuTJBM,,,,,32.3012,-90.1834,anonymous,EN-GB,"I consent, begin the study",63d3fec3e40c76adc4093c69,25-34 years old,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8,Republican,Blue,Disagree,Disagree,Agree,Uncertain,Agree,Strongly agree,Agree,Uncertain,Disagree,Agree,63d3fec3e40c76adc4093c69
30/06/2023 20:13,30/06/2023 20:16,IP Address,24.14.158.108,100,170,True,30/06/2023 20:16,R_ZgiYq74VqsdG7qp,,,,,42.0364,-88.324,anonymous,EN-GB,"I consent, begin the study",5dd31871c5faa232d3c20365,35-44 years old,Male,,Black or African American,Associates or technical degree,7,Something else,Blue,Uncertain,Strongly agree,Agree,Uncertain,Strongly agree,Agree,Agree,Agree,Agree,No opinion,5dd31871c5faa232d3c20365
30/06/2023 20:13,30/06/2023 20:16,IP Address,73.25.114.212,100,202,True,30/06/2023 20:16,R_28N7HTQ4t6rZsqz,,,,,44.9466,-123.0105,anonymous,EN-GB,"I consent, begin the study",622a5d3bbefce4aad4fd640a,55-64 years old,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",6,Independent,Blue,Uncertain,Strongly disagree,Uncertain,Strongly disagree,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Strongly disagree,622a5d3bbefce4aad4fd640a
30/06/2023 20:14,30/06/2023 20:16,IP Address,76.93.182.43,100,157,True,30/06/2023 20:16,R_71aSAn0W0MRDssN,,,,,32.7173,-117.157,anonymous,EN-GB,"I consent, begin the study",59e833e72f63d30001c8fb86,35-44 years old,Male,,Asian,"Some college, but no degree",6,Democrat,Blue,Strongly disagree,No opinion,Strongly agree,Agree,Agree,Strongly agree,Disagree,Uncertain,Strongly agree,Strongly agree,59e833e72f63d30001c8fb86
30/06/2023 20:13,30/06/2023 20:17,IP Address,96.40.228.181,100,190,True,30/06/2023 20:17,R_25GFE0w4Jo728Cy,,,,,42.7355,-89.0405,anonymous,EN-GB,"I consent, begin the study",6111502e4dba0ac8447e8c28,35-44 years old,Female,,White or Caucasian,"Some college, but no degree",6,Democrat,Blue,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,6111502e4dba0ac8447e8c28
30/06/2023 20:14,30/06/2023 20:17,IP Address,75.73.0.119,100,139,True,30/06/2023 20:17,R_vBtS8TcA72Gmi7n,,,,,45.0196,-93.2402,anonymous,EN-GB,"I consent, begin the study",6335b5fdc41e92fb73e7c2df,35-44 years old,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7,Independent,Blue,Uncertain,Disagree,Uncertain,Disagree,Agree,Strongly agree,Uncertain,Uncertain,Strongly agree,Strongly disagree,6335b5fdc41e92fb73e7c2df
30/06/2023 20:14,30/06/2023 20:17,IP Address,76.233.1.123,100,159,True,30/06/2023 20:17,R_1CdKtEgnbSMhBjh,,,,,25.9972,-80.3259,anonymous,EN-GB,"I consent, begin the study",5ff39ec71d6cb49c6c906727,25-34 years old,Male,,White or Caucasian,Bachelor’s degree,5,Democrat,Blue,Uncertain,Strongly agree,Uncertain,Agree,Uncertain,Uncertain,Disagree,Agree,Uncertain,Disagree,5ff39ec71d6cb49c6c906727
30/06/2023 20:10,30/06/2023 20:17,IP Address,97.135.112.114,100,379,True,30/06/2023 20:17,R_1QslZnepQnGqM73,,,,,42.5686,-83.0668,anonymous,EN-GB,"I consent, begin the study",64858c7474ac10824cd3843b,55-64 years old,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,Republican,Blue,Disagree,Uncertain,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,64858c7474ac10824cd3843b
30/06/2023 19:55,30/06/2023 20:17,IP Address,75.232.234.100,100,1337,True,30/06/2023 20:17,R_uazjQihtkg6vCBb,,,,,42.6002,-83.0033,anonymous,EN-GB,"I consent, begin the study",64761192747933d2481542d3,65+ years old,Male,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",9,Democrat,Blue,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,64761192747933d2481542d3
30/06/2023 20:13,30/06/2023 20:17,IP Address,70.164.211.149,100,218,True,30/06/2023 20:17,R_2Rb8F0YRLThhZvQ,,,,,33.6816,-117.8302,anonymous,EN-GB,"I consent, begin the study",5a6032228e625900017657f4,25-34 years old,Male,,White or Caucasian,Bachelor’s degree,7,Republican,Blue,Disagree,Disagree,Uncertain,Strongly agree,Agree,Agree,Agree,Agree,Uncertain,Agree,5a6032228e625900017657f4
30/06/2023 20:14,30/06/2023 20:17,IP Address,172.58.81.124,100,218,True,30/06/2023 20:17,R_RF6x6MuTkXSuGGt,,,,,39.7684,-86.158,anonymous,EN-GB,"I consent, begin the study",5d8406ea27f4980001b3f559,35-44 years old,Female,,White or Caucasian,Bachelor’s degree,4,Democrat,Blue,Disagree,Agree,Uncertain,Disagree,Uncertain,Agree,Uncertain,Uncertain,Agree,Disagree,5d8406ea27f4980001b3f559
30/06/2023 20:15,30/06/2023 20:17,IP Address,75.172.141.130,100,134,True,30/06/2023 20:17,R_3hEp32OFbY1dXSh,,,,,47.6348,-122.3451,anonymous,EN-GB,"I consent, begin the study",627291bbdfcd4d5c0120cf80,45-54 years old,Male,,Asian,Bachelor’s degree,8,Democrat,Blue,Uncertain,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Uncertain,Uncertain,Strongly agree,Agree,627291bbdfcd4d5c0120cf80
30/06/2023 20:13,30/06/2023 20:18,IP Address,72.238.216.56,100,262,True,30/06/2023 20:18,R_3dyZNL9eQ6jiCNH,,,,,28.5344,-81.3783,anonymous,EN-GB,"I consent, begin the study",6155bb7bd61da3e93bc842e8,Under 18,Male,,Black or African American,Bachelor’s degree,7,Independent,Blue,Agree,Agree,Agree,Disagree,No opinion,Uncertain,Disagree,Agree,Uncertain,Strongly agree,6155bb7bd61da3e93bc842e8
30/06/2023 20:14,30/06/2023 20:18,IP Address,71.207.161.76,100,230,True,30/06/2023 20:18,R_1l48V2e0eWC5ddz,,,,,34.0194,-86.0503,anonymous,EN-GB,"I consent, begin the study",607c4ce73743ee10f2b169c7,18-24 years old,Female,,Black or African American,"Some college, but no degree",2,Something else,Blue,Agree,Uncertain,Strongly agree,Agree,No opinion,Strongly agree,Uncertain,Agree,Agree,Disagree,607c4ce73743ee10f2b169c7
30/06/2023 20:15,30/06/2023 20:18,IP Address,98.201.149.171,100,155,True,30/06/2023 20:18,R_24zWQCtRcIeurpn,,,,,29.7545,-95.4093,anonymous,EN-GB,"I consent, begin the study",60ce22b98855be7468381ed7,25-34 years old,Female,,"White or Caucasian,Asian",Bachelor’s degree,6,Independent,Blue,Agree,Strongly agree,Strongly agree,Strongly disagree,Uncertain,Strongly agree,Uncertain,Agree,Uncertain,Disagree,60ce22b98855be7468381ed7
30/06/2023 20:16,30/06/2023 20:18,IP Address,98.209.230.58,100,139,True,30/06/2023 20:18,R_3ef2haRJ1oUZh72,,,,,42.2967,-85.2066,anonymous,EN-GB,"I consent, begin the study",6481c1bf7cc58b7544e316e2,65+ years old,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",4,Republican,Blue,Uncertain,Strongly agree,Uncertain,Uncertain,Agree,Uncertain,Uncertain,Agree,Uncertain,Agree,6481c1bf7cc58b7544e316e2
30/06/2023 20:16,30/06/2023 20:18,IP Address,70.170.30.76,100,138,True,30/06/2023 20:18,R_20Zq5ISJhVg8i0s,,,,,36.175,-115.1372,anonymous,EN-GB,"I consent, begin the study",6478d391a6825d19e4d8b52c,35-44 years old,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",5,Democrat,Blue,Agree,Strongly disagree,Strongly agree,Disagree,Uncertain,Disagree,Disagree,Agree,Agree,Uncertain,6478d391a6825d19e4d8b52c
30/06/2023 20:16,30/06/2023 20:18,IP Address,68.231.242.94,100,131,True,30/06/2023 20:18,R_3Eh6xXp7Nzm9kvn,,,,,36.803,-76.2744,anonymous,EN-GB,"I consent, begin the study",611a3e5985d4fa727e274b38,18-24 years old,Female,,White or Caucasian,"Some college, but no degree",1,Something else,Blue,Strongly disagree,Strongly agree,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Strongly agree,Strongly disagree,611a3e5985d4fa727e274b38
30/06/2023 20:17,30/06/2023 20:18,IP Address,174.231.21.159,100,101,True,30/06/2023 20:18,R_3k06IvWpPLyW72N,,,,,33.4602,-112.1334,anonymous,EN-GB,"I consent, begin the study",5d61a3a5f923dd0001d0370f,45-54 years old,Female,,American Indian/Native American or Alaska Native,Bachelor’s degree,5,Democrat,Blue,Uncertain,Uncertain,Uncertain,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Uncertain,5d61a3a5f923dd0001d0370f
30/06/2023 20:10,30/06/2023 20:18,IP Address,73.49.187.3,100,511,True,30/06/2023 20:18,R_1pmUWDJxgn8iE8E,,,,,26.099,-80.1822,anonymous,EN-GB,"I consent, begin the study",6465cd750298e0714b6391cf,45-54 years old,Male,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7,Democrat,Blue,Strongly agree,Strongly disagree,Strongly agree,No opinion,Agree,Disagree,No opinion,Agree,Strongly disagree,Disagree,6465cd750298e0714b6391cf
30/06/2023 20:13,30/06/2023 20:19,IP Address,172.59.33.253,100,343,True,30/06/2023 20:19,R_115zYqMpSm2GJYB,,,,,39.9508,-82.9329,anonymous,EN-GB,"I consent, begin the study",60cf3e11d99a3eed26785caf,45-54 years old,Male,,White or Caucasian,Bachelor’s degree,8,Republican,Blue,Uncertain,Disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,60cf3e11d99a3eed26785caf
30/06/2023 20:18,30/06/2023 20:19,IP Address,98.19.45.206,100,81,True,30/06/2023 20:19,R_31AeQ7OWJ2hR2We,,,,,40.7597,-96.6542,anonymous,EN-GB,"I consent, begin the study",5f7dd6ed4303f7000814dd3b,35-44 years old,Female,,White or Caucasian,"Some college, but no degree",5,Republican,Blue,Disagree,Agree,Uncertain,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,5f7dd6ed4303f7000814dd3b
30/06/2023 20:15,30/06/2023 20:19,IP Address,71.227.237.7,100,245,True,30/06/2023 20:19,R_31pzuLzvnsCrj5z,,,,,47.6131,-122.2053,anonymous,EN-GB,"I consent, begin the study",5aea2ca4ff24e0000124b915,25-34 years old,Female,,Other,"Some college, but no degree",3,Democrat,Blue,Disagree,Uncertain,Agree,Strongly disagree,Uncertain,Uncertain,Uncertain,Agree,Agree,Disagree,5aea2ca4ff24e0000124b915
30/06/2023 20:16,30/06/2023 20:19,IP Address,47.149.255.185,100,153,True,30/06/2023 20:19,R_1C1PLS652D83KSS,,,,,33.9553,-117.2457,anonymous,EN-GB,"I consent, begin the study",5deb3ffdf375c625fa83bac7,25-34 years old,Male,,Black or African American,"Some college, but no degree",5,Democrat,Blue,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,5deb3ffdf375c625fa83bac7
30/06/2023 20:15,30/06/2023 20:19,IP Address,136.36.3.85,100,233,True,30/06/2023 20:19,R_2q8Vh71XY2kOXag,,,,,40.2329,-111.6688,anonymous,EN-GB,"I consent, begin the study",6111556d27f136bb7db6667d,18-24 years old,Female,,White or Caucasian,Bachelor’s degree,7,Republican,Blue,No opinion,Disagree,Agree,Strongly agree,No opinion,Disagree,No opinion,Agree,No opinion,Uncertain,6111556d27f136bb7db6667d
30/06/2023 20:17,30/06/2023 20:19,IP Address,107.77.232.9,100,119,True,30/06/2023 20:19,R_3qUrxyI0xYbRcsk,,,,,37.751,-97.822,anonymous,EN-GB,"I consent, begin the study",60fcf739dac98b7590a790dd,18-24 years old,Female,,White or Caucasian,"Some college, but no degree",6,Democrat,Blue,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,60fcf739dac98b7590a790dd
30/06/2023 20:16,30/06/2023 20:19,IP Address,24.175.94.94,100,211,True,30/06/2023 20:19,R_3fIxxWiImQJo7tu,,,,,26.1617,-97.9956,anonymous,EN-GB,"I consent, begin the study",5af514d386fd9c0001664c92,25-34 years old,Male,,White or Caucasian,"Some college, but no degree",8,Democrat,Blue,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Uncertain,Strongly agree,Strongly agree,Strongly agree,5af514d386fd9c0001664c92
30/06/2023 20:16,30/06/2023 20:20,IP Address,73.2.50.71,100,230,True,30/06/2023 20:20,R_2D6ramEr60XmMoQ,,,,,37.9786,-121.3147,anonymous,EN-GB,"I consent, begin the study",63d4409d5b0e57d3d3a3819d,25-34 years old,Male,,White or Caucasian,High school diploma or GED,5,Democrat,Blue,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Uncertain,63d4409d5b0e57d3d3a3819d
30/06/2023 20:07,30/06/2023 20:20,IP Address,65.190.151.116,100,787,True,30/06/2023 20:20,R_1E5NeaaLVy91TzY,,,,,35.6353,-78.4503,anonymous,EN-GB,"I consent, begin the study",5e5e9f949ec7440200735db7,25-34 years old,Female,,White or Caucasian,Bachelor’s degree,4,Republican,Blue,Agree,Uncertain,Strongly agree,Disagree,Agree,Uncertain,No opinion,No opinion,Agree,Strongly agree,5e5e9f949ec7440200735db7
30/06/2023 20:18,30/06/2023 20:20,IP Address,47.151.27.217,100,114,True,30/06/2023 20:20,R_VX1tTyOYhs9g2Yx,,,,,33.7783,-118.0268,anonymous,EN-GB,"I consent, begin the study",5928b05e590f0b000126edb8,Prefer not to say,Prefer not to say,,Prefer not to say,Prefer not to say,4,Prefer not to say,Blue,Agree,Uncertain,Agree,Disagree,Uncertain,Agree,Agree,Agree,Strongly agree,Agree,5928b05e590f0b000126edb8
30/06/2023 20:17,30/06/2023 20:20,IP Address,35.146.97.153,100,158,True,30/06/2023 20:20,R_2TSgCIlqUtaYazz,,,,,32.7797,-96.8022,anonymous,EN-GB,"I consent, begin the study",60fcde7858e7b5e782c587e3,25-34 years old,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",7,Independent,Blue,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Uncertain,Agree,Uncertain,Disagree,60fcde7858e7b5e782c587e3
30/06/2023 20:18,30/06/2023 20:20,IP Address,75.136.13.125,100,134,True,30/06/2023 20:20,R_2TSMOD5T1eu1dJs,,,,,36.524,-82.5163,anonymous,EN-GB,"I consent, begin the study",6287748198aa98c765deff27,45-54 years old,Female,,White or Caucasian,Bachelor’s degree,4,Republican,Blue,Uncertain,Disagree,Uncertain,Strongly agree,Agree,Disagree,Uncertain,Uncertain,Uncertain,Agree,6287748198aa98c765deff27
30/06/2023 20:16,30/06/2023 20:20,IP Address,50.223.32.18,100,269,True,30/06/2023 20:20,R_Rxxsg8Y74YkUDqp,,,,,47.8353,-122.284,anonymous,EN-GB,"I consent, begin the study",5e4db97c679288216771f059,45-54 years old,Female,,Asian,Bachelor’s degree,6,Democrat,Blue,Uncertain,Agree,Disagree,Agree,Agree,Strongly agree,Uncertain,Agree,Strongly agree,Strongly agree,5e4db97c679288216771f059
30/06/2023 20:16,30/06/2023 20:21,IP Address,173.27.74.149,100,243,True,30/06/2023 20:21,R_3KMWJX80q7cWEmT,,,,,42.0228,-91.6572,anonymous,EN-GB,"I consent, begin the study",6172fac257895f125f72bdf8,18-24 years old,Female,,White or Caucasian,Bachelor’s degree,4,Independent,Blue,Uncertain,Agree,Uncertain,Disagree,Uncertain,Agree,Agree,Uncertain,Uncertain,Agree,6172fac257895f125f72bdf8
30/06/2023 20:04,30/06/2023 20:06,IP Address,170.149.100.134,100,93,True,30/06/2023 20:21,R_1gA82hWcyBX2Ftd,,,,,40.7359,-73.9904,anonymous,EN-GB,"I consent, begin the study",5beb8419aec9ef0001e9d5fb,25-34 years old,Female,,Asian,Bachelor’s degree,5,Democrat,Blue,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Uncertain,Uncertain,Strongly agree,Uncertain,5beb8419aec9ef0001e9d5fb
30/06/2023 20:17,30/06/2023 20:21,IP Address,24.96.82.224,100,201,True,30/06/2023 20:21,R_8eukDti6OsVNWLL,,,,,32.4596,-84.9486,anonymous,EN-GB,"I consent, begin the study",564d4918b48dec0005b51a1d,25-34 years old,Male,,Black or African American,Associates or technical degree,8,Independent,Blue,Uncertain,Uncertain,Agree,Disagree,Strongly agree,Agree,Uncertain,Agree,Agree,Agree,564d4918b48dec0005b51a1d
30/06/2023 20:17,30/06/2023 20:21,IP Address,69.122.11.186,100,243,True,30/06/2023 20:21,R_2PdRzBcnC6TKwp6,,,,,40.8344,-73.7008,anonymous,EN-GB,"I consent, begin the study",5ea649d884b9864dbacc4026,35-44 years old,Male,,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",8,Independent,Blue,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,5ea649d884b9864dbacc4026
30/06/2023 20:19,30/06/2023 20:21,IP Address,173.224.109.86,100,137,True,30/06/2023 20:21,R_1k20mtarD8qfpyD,,,,,29.7388,-95.8309,anonymous,EN-GB,"I consent, begin the study",5edc7e0d037530945b7ced04,18-24 years old,Male,,White or Caucasian,"Some college, but no degree",6,Independent,Blue,Agree,Agree,Agree,Disagree,Agree,Uncertain,No opinion,Uncertain,Uncertain,Agree,5edc7e0d037530945b7ced04
30/06/2023 20:16,30/06/2023 20:22,IP Address,24.147.205.93,100,331,True,30/06/2023 20:22,R_1C7QE5L8E5qFUPI,,,,,43.2548,-70.8762,anonymous,EN-GB,"I consent, begin the study",63f7797962ef60aa14774fa3,45-54 years old,Male,,White or Caucasian,Associates or technical degree,3,Independent,Blue,Uncertain,Disagree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Uncertain,Agree,Disagree,63f7797962ef60aa14774fa3
30/06/2023 20:13,30/06/2023 20:22,IP Address,107.210.214.134,100,551,True,30/06/2023 20:22,R_2Cpk1KADA2BHa2p,,,,,34.0447,-118.2946,anonymous,EN-GB,"I consent, begin the study",63d5a05179cf91a6e6a652cb,18-24 years old,Male,,Black or African American,"Some college, but no degree",7,Republican,Blue,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Uncertain,Strongly agree,63d5a05179cf91a6e6a652cb
30/06/2023 20:16,30/06/2023 20:22,IP Address,107.190.242.118,100,353,True,30/06/2023 20:22,R_1IjaVMDQtwK56TM,,,,,33.9924,-118.3991,anonymous,EN-GB,"I consent, begin the study",639bf1334028b8623d12e79d,45-54 years old,Female,,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",1,Democrat,Blue,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Uncertain,Uncertain,Agree,Uncertain,639bf1334028b8623d12e79d
30/06/2023 20:16,30/06/2023 20:22,IP Address,73.7.176.226,100,355,True,30/06/2023 20:22,R_3KVL0PZG14UUBZY,,,,,33.6992,-84.7478,anonymous,EN-GB,"I consent, begin the study",5d520a2a08c3b00019384072,18-24 years old,Female,,Black or African American,Bachelor’s degree,,Democrat,Blue,Uncertain,Uncertain,Agree,Uncertain,Strongly agree,Agree,Uncertain,Uncertain,Agree,Disagree,5d520a2a08c3b00019384072
30/06/2023 20:18,30/06/2023 20:22,IP Address,73.13.207.136,100,297,True,30/06/2023 20:22,R_vcORchYD7KOatbj,,,,,40.1463,-74.8306,anonymous,EN-GB,"I consent, begin the study",6463d59f5bcf4f11f97749e6,45-54 years old,Female,,White or Caucasian,Bachelor’s degree,4,Democrat,Blue,Uncertain,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Uncertain,Disagree,Strongly disagree,6463d59f5bcf4f11f97749e6
30/06/2023 20:14,30/06/2023 20:24,IP Address,174.251.242.112,100,613,True,30/06/2023 20:24,R_tMwmtai1fCSGN4R,,,,,32.3012,-90.1834,anonymous,EN-GB,"I consent, begin the study",62b06c1508dfc74f4f38efab,35-44 years old,Female,,White or Caucasian,Associates or technical degree,4,Republican,Blue,Uncertain,Strongly disagree,Uncertain,Agree,Uncertain,Disagree,Disagree,Strongly agree,Disagree,Disagree,62b06c1508dfc74f4f38efab
30/06/2023 20:28,30/06/2023 20:34,IP Address,172.58.245.234,100,310,True,30/06/2023 20:34,R_2dKKjxrQ74RO9VZ,,,,,39.2889,-76.623,anonymous,EN-GB,"I consent, begin the study",6479e7d2dff0d7fa1db6838a,55-64 years old,Female,,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",9,Democrat,Blue,Disagree,Agree,Agree,Uncertain,Uncertain,Agree,Agree,Uncertain,Uncertain,Strongly disagree,6479e7d2dff0d7fa1db6838a
